;14.00_-5.00_15.00_NH3+_C:;17.00_2.00_18.00_NH3+_C:;20.00_-2.00_18.00_NH3+_C:;22.00_1.00_18.00_NH3+_C:;22.00_2.00_19.00_NH3+_C:;30.00_3.00_21.00_NH3+_C:;15.00_3.00_14.00_NH3+_LJ:;22.00_2.00_17.00_NH3+_LJ:;25.00_9.00_25.00_NH3+_LJ:;26.00_6.00_20.00_NH3+_LJ:;27.00_2.00_20.00_NH3+_LJ:
DFT_K014__PAC_aligned;-3.863364165993376;7.731046622903172;-1.2715230090592016;103.92834623015762;96.6529777090286;-0.0987006322401748;-0.624972470888248;63.31094977692896;-0.0742953655429398;-1.6189563282534782;25.90208665545173
DFT_K020__PAC_aligned;-29.90237989590876;6.349883524418452;41.558343516034114;119.18093434390607;106.26780470938814;5.097502176424097;-0.4812835062895929;59.674798052763805;-0.0697281903568559;-1.4564693538806217;13.331805990606613
DFT_K022__PAC_aligned;-13.783774211984603;27.148812366643643;43.72431650401073;106.98424530329294;110.94886678504815;3.7106400287606407;-0.6021877339812065;0.0284465277815633;-0.0764572217459889;-1.75882098194315;48.276744164777526
DFT_K041__PAC_aligned;-21.668726514773876;19.265898193826462;45.15202790668288;109.01019042428923;108.31737638809231;5.742722027345335;-0.4443910632164496;100.38721573224105;-0.0760842943601308;-1.6947080631252176;51.87755767692455
DFT_K044__PAC_aligned;-1.6694204560381527;44.1313450969501;18.487801970402224;87.67130524187226;108.12317315190876;1.820838475760228;-0.9838662639800682;-1.1292530172287685;-0.0787924982986222;-1.73528300082849;38.11094482792034
DFT_K045__PAC_aligned;-10.78453971428947;13.980574001968025;26.89638698829624;-106.3003424835817;84.29037063318097;2.060997873850318;-0.3878096149654212;42.1634793866171;-0.07000128944383;-1.225193813150742;6.524177629866027
DFT_K051__PAC_aligned;-8.464321621159895;11.548769907462107;31.704211777948576;61.26734109485621;70.64374574921663;2.52523102948486;-0.3372492485246509;33.92764338745924;-0.071372908024336;-1.0722462448075714;55.24041207905477
DFT_K052__PAC_aligned;-7.188666884308706;-9.525684234645889;0.4996477960940915;85.61908440734956;75.8700959219901;1.9920002882921448;-0.2406591743909881;131.41774712336107;-0.068143272282892;-1.838305149340265;9.826579349644271
DFT_K053__PAC_aligned;-8.90119281866614;34.55184882748965;42.59621874910601;77.66704470809323;93.22821353054256;4.776852127675299;-0.3547041923452151;-3.163225166603386;-0.0863720214185294;-1.118833790421393;28.1836465836636
DFT_K054__PAC_aligned;20.883244764185164;-20.822273054505803;48.73868453087191;80.64741494272965;82.88689969636117;3.030044730460011;-0.7037498817529743;3.0545746814128063;-0.0724871726361799;-1.6377144670776227;30.032631397758312
DFT_K063__PAC_aligned;1.4546683936636984;9.09034657964427;-3.6907361867272224;-60.21182015486364;30.052750433124054;-4.022837574931522;-0.04840352955313071;0.5130610721784008;-0.1774944476154566;-2.4365454542964704;126.58850044965315
DFT_K065__PAC_aligned;0.5240669085900489;7.052185216776589;26.46642015596817;110.7932460443219;108.1239667094977;3.501241901193345;-0.436546877043694;130.72262053668564;-0.08082681917834;-1.4638531586260286;17.2913550399649
DFT_K075__PAC_aligned;-7.703746169446784;7.64447651884841;38.56451434964474;127.74893581364937;98.14372156290177;0.3461135906156327;-0.4187154940627011;69.72054200316168;-0.0703571217989127;-1.3814605525197652;107.98668651150756
DFT_K080__PAC_aligned;2.3577974677142777;8.706116507400989;1.0797447690194917;-82.83061038102468;106.13463565345464;-9.962348506702956;-0.0465857326404812;62.02738957090116;-0.1211454447693771;-1.3738347055471776;-0.4013419952903705
DFT_K081__PAC_aligned;10.129487297957915;9.621044043538047;41.84250348915772;18.262431247387248;59.32932864018332;0.4689658248443873;-0.4830378420356555;136.08999899396113;-0.0844372362984444;-1.7480462401101655;80.75948974761788
DFT_K083__PAC_aligned;-9.548080671207911;17.92624380406837;16.265655943834965;-72.21071347835691;52.82870524735199;3.502525211497693;-1.4912806106220309;150.80938264787068;-0.0702611502714633;-1.5948718283266183;15.6989730801416
DFT_K085__PAC_aligned;18.734827901624804;-11.3934061648345;40.011253624483736;75.57678431073364;87.31347662042133;2.459338100986693;-1.1911503228988192;-0.626532010214237;-0.0664749400296306;-1.0910289325801894;26.175899070367056
DFT_K086__PAC_aligned;15.532558674291206;12.24997160883192;6.922044125319929;106.79270657978658;101.62197248143612;2.846885832846705;-1.3268554881112733;96.31033634293244;-0.0753743716575317;-1.6742923840423207;19.47139641606744
DFT_K089__PAC_aligned;-9.393212676706932;15.889868332459653;42.702889726721466;9.231828833748583;57.81170686057702;0.451949370660877;-0.2484731612152244;130.58734833037408;-0.0710476535378578;-1.5946175410542185;27.155843986413487
DFT_K092__PAC_aligned;-0.9319229893504763;35.31689972948963;0.7392630742541044;110.91482277090586;63.59662850268177;-5.971836298989182;-0.0947846657393007;142.48719737071855;-0.0804585031674456;-1.738385107306911;145.41199628373414
DFT_K099__PAC_aligned;-12.513730452331572;0.8482921248359041;-15.172513249496363;-275.0105075863378;45.54147429013441;7.250949992798165;-0.7706653920592884;126.94982852291014;-0.069093504259436;-1.0182430756104788;21.784107097529965
DFT_K102__PAC_aligned;-10.001657582346471;3.5445327133424906;27.38615769631281;-162.58260783492176;-5.168368035236682;5.550502924014539;-1.340777201483665;111.3736775524163;-0.0780099261094855;-1.5025053129773784;100.75431694996456
DFT_K104__PAC_aligned;3.074082926491407;8.653727668343805;-0.1552537348010538;12.377068105002026;2.8985477035205385;0.2369500470695644;-0.4090582594222726;-1.1291746256151016;-2.26375134022388;-0.8617588049446614;-0.8383577318847573
DFT_K105__PAC_aligned;130.393133116157;39.425398268024985;15.374035585797644;77.96938402094334;97.55530009247995;1.0713311956428604;-0.9382389462356544;-1.1608054514154933;-0.0707266123710359;-1.47222269706119;34.0575659586347
DFT_K111__PAC_aligned;5.213825048316995;23.82121547210645;-511.0047035005774;77.96159197814822;97.19831842110416;1.719948331517788;-0.1857601203045462;-1.4523398757827488;-0.0651874314587524;-0.9913363082155362;25.216256088020657
DFT_K124__PAC_aligned;-8.371072240729083;8.140154601248316;39.68816455359235;95.45686401003545;100.7293515232984;-9.784801198065086;-0.5202712219379815;-2.969605275351304;-0.0587342071531405;-1.1866465683002223;132.22544741848108
